date,px_last,px_high,px_low,px_close_1d,volume,aja
2023-04-20,36190,36190,34130,35590,2114,29621.416015625
2023-04-21,35000,35000,34010,34010,3085,28306.390625
2023-04-24,34020,34020,33600,33600,3201,27965.1484375
2023-04-25,33600,33990,33600,33990,4734,28511.208984375
2023-04-26,33100,33100,33100,33100,892,27764.669921875
2023-04-27,31110,34100,31110,34100,34461,28603.4765625
2023-04-28,34100,34400,34100,34200,20330,28687.353515625
2023-05-01,34200,34200,34200,34200,0,28687.353515625
2023-05-02,33970,36500,33970,36500,19760,30616.625
2023-05-03,35900,36990,35410,36990,32792,31027.6484375
2023-05-04,36990,37000,36010,36990,9092,31027.6484375
2023-05-05,37000,37000,36990,36990,6527,31027.6484375
2023-05-08,37000,37000,37000,37000,11506,31036.03125
2023-05-09,35760,35760,35760,35760,802,29995.912109375
2023-05-10,35760,36120,35760,36120,10453,30297.875
2023-05-11,36000,36590,36000,36590,1645,30692.1171875
2023-05-12,34500,36490,34500,36490,13005,30608.244140625
2023-05-15,36290,36290,36290,36290,993,30440.4765625
2023-05-16,36289.109375,36289.109375,36289.109375,36289.109375,56,30439.728515625
2023-05-17,34992.0703125,34992.0703125,34992.0703125,34992.0703125,188,29351.755859375
2023-05-18,35990,35990,35990,35990,1373,30188.83203125
2023-05-19,35000,35000,35000,35000,211,29358.40234375
2023-05-22,35000,35000,35000,35000,0,29358.40234375
2023-05-23,35950,35960,35950,35960,1205,30163.666015625
2023-05-24,33810,33810,33810,33810,482,28360.22265625
2023-05-25,34013.421875,34013.421875,34013.421875,34013.421875,117,28530.859375
2023-05-26,33881.6796875,33881.6796875,33881.6796875,33881.6796875,137,28640.115234375
2023-05-29,34800,34800,34800,34800,835,29416.365234375
2023-05-30,32090,34550,32090,34550,983,29205.05078125
2023-05-31,34450,34450,33800,33800,22390,28571.068359375
2023-06-01,32010,32500,32000,32500,16534,27472.185546875
2023-06-02,32000,32950,32000,32950,4355,27852.5703125
2023-06-05,33000,33550,32400,33550,230849,28359.75
2023-06-06,33100,34390,33100,34390,16537,29069.802734375
2023-06-07,34000,34170,33970,34170,16768,28883.830078125
2023-06-08,33536.078125,33536.078125,33536.078125,33536.078125,1153,28347.9765625
2023-06-09,,,,,,
2023-06-12,,,,,,
2023-06-13,33607.890625,33607.890625,33607.890625,33607.890625,289,28408.68359375
2023-06-14,33390,33390,33000,33000,1374,27894.8359375
2023-06-15,32700,32700,32700,32700,1335,27641.244140625
2023-06-16,32450,32450,32400,32400,2887,27387.65625
2023-06-19,32400,32400,32400,32400,0,27387.65625
2023-06-20,32400.0390625,32400.0390625,32400.0390625,32400.0390625,269,27387.693359375
2023-06-21,32340,32340,32000,32000,4053,27049.53515625
2023-06-22,33194,33194,33194,33194,5,28058.82421875
2023-06-23,31200,31200,30800,31200,2178,26373.3046875
2023-06-26,30310,32760,30300,32760,3869,27691.96875
2023-06-27,32750,32750,31000,32750,2427,27905.84375
2023-06-28,31000,31000,31000,31000,351,26414.6875
2023-06-29,32550,32550,32550,32550,517,27735.419921875
2023-06-30,32186.48046875,32186.48046875,32186.48046875,32186.48046875,307,27425.671875
2023-07-03,32186.48046875,32186.48046875,32186.48046875,32186.48046875,0,27425.671875
2023-07-04,30220,31690,30000,31690,3467,27002.62890625
2023-07-05,31660,31660,30000,30000,10242,25562.603515625
2023-07-06,30000,30000,30000,30000,2581,25562.603515625
2023-07-07,30000,30000,29990,29990,2801,25554.078125
2023-07-10,29990,29990,29500,29500,6979,25136.55859375
2023-07-11,29220,29600,29220,29600,8945,25221.763671875
2023-07-12,29600,29840,29600,29600,34644,25221.763671875
2023-07-13,29760,30640,29760,30580,13147,26056.806640625
2023-07-14,30580,30680,30580,30680,2029,26142.017578125
2023-07-17,30000,30500,29810,30490,5203,25980.12109375
2023-07-18,30490,30590,30470,30520,1990,26005.685546875
2023-07-19,30540,31100,30330,31100,7404,26499.890625
2023-07-20,31100,31100,31100,31100,0,26499.890625
2023-07-21,30400,30900,30350,30800,5292,26244.26953125
2023-07-24,30700,30700,30400,30400,3851,25903.43359375
2023-07-25,30770,30770,30110,30770,1773,26218.70703125
2023-07-26,30680,30700,29650,30350,9346,26082.0703125
2023-07-27,30350,30790,30200,30200,2991,25953.16015625
2023-07-28,29870,30180,29870,30180,1671,25935.9765625
2023-07-31,30180,30180,30180,30180,0,25935.9765625
2023-08-01,30560,30560,30560,30560,186,26262.53515625
2023-08-02,30539.369140625,30539.369140625,30539.369140625,30539.369140625,254,26244.802734375
